model,accuracy,f1_weighted,f1_poor,f1_standard,f1_good,precision_poor,precision_standard,precision_good,recall_poor,recall_standard,recall_good
XGBoost,0.754,0.7567200609135017,0.7642903018625562,0.7797356828193832,0.690537084398977,0.8206896551724138,0.8023572076155938,0.6026785714285714,0.7151442307692307,0.7583547557840618,0.8083832335329342
